Messages,Free entropy density,density,entropy density,stability,physical
"[[6.035942558261514e-06, 0.9999939640517082], [5.733746548578473e-12, 7.269897026073432e-29]]",-13.027883071929914,3.0472519994225905e-58,-13.027883071929914,False,True
"[[6.748386664299814e-06, 0.9999932516061687], [7.16718318572309e-12, 9.087371282589774e-29]]",-12.916310940889204,3.4069323183736984e-58,-12.916310940889204,False,True
"[[7.544922822440602e-06, 0.9999924550682187], [8.958978982153862e-12, 1.1359214103234963e-28]]",-12.804738767901043,3.809067392730265e-58,-12.804738767901043,False,True
"[[9.431145129010163e-06, 0.9999905688408726], [1.3998404659615408e-11, 1.7748772036298663e-28]]",-12.581594275692922,4.7613379806907755e-58,-12.581594275692922,False,True
"[[1.0544335265127244e-05, 0.9999894556472368], [1.749800582451926e-11, 2.2185965045370176e-28]]",-12.470021944748204,5.323340161960614e-58,-12.470021944748204,False,True
"[[1.178891828776277e-05, 0.9999882110598397], [2.1872507280649073e-11, 2.77324563067092e-28]]",-12.358449548260396,5.951678319281758e-58,-12.358449548260396,False,True
"[[1.3180402677034877e-05, 0.9999868195699824], [2.7340634100811342e-11, 3.4665570383382565e-28]]",-12.246877078493128,6.654182506734072e-58,-12.246877078493128,False,True
"[[1.4736127354236793e-05, 0.99998526383847], [3.417579262601418e-11, 4.333196297922381e-28]]",-12.135304526796851,7.439607029470412e-58,-12.135304526796851,False,True
"[[1.647547771446175e-05, 0.9999835244795658], [4.271974078251772e-11, 5.416495372402483e-28]]",-12.023731883501036,8.31773954639704e-58,-12.023731883501036,False,True
"[[1.842012714425185e-05, 0.999981579819456], [5.3399675927377095e-11, 9.462228005091893e-28]]",-11.912159138269082,2.5383747221221284e-57,-11.912159138269082,False,True
"[[2.0594307083555578e-05, 0.9999794056261667], [6.674959490922137e-11, 1.1827785006363665e-27]]",-11.800586278062028,2.837991784954901e-57,-11.800586278062028,False,True
"[[2.302510887067039e-05, 0.9999769748076922], [8.34369936547603e-11, 1.3223865650241855e-27]]",-11.689013289730909,2.2703957256785894e-57,-11.689013289730909,False,True
"[[2.5742821296665247e-05, 0.9999742570744071], [1.0429624220703098e-10, 1.1827785015877835e-27]]",-11.577440157719543,9.299551405239411e-58,-11.577440157719543,False,True
"[[2.8781307866228615e-05, 0.9999712185617634], [1.3037030258556296e-10, 2.066229007850005e-27]]",-11.465866867017816,2.838001459841169e-57,-11.465866867017816,False,True
"[[3.217842882182904e-05, 0.9999678214082153], [1.629628782319537e-10, 2.582786259812356e-27]]",-11.354293396744517,3.1729865808991575e-57,-11.354293396744517,False,True
"[[3.5976512616265736e-05, 0.9999640232836803], [2.0370359785215444e-10, 2.8876428246048716e-27]]",-11.242719726293672,2.5383932787979347e-57,-11.242719726293672,False,True
"[[4.022288324979346e-05, 0.9999597768621207], [2.546294972374276e-10, 4.035603530956409e-27]]",-11.131145832513049,3.966246512868246e-57,-11.131145832513049,False,True
"[[4.4970449791633455e-05, 0.9999550292319215], [3.182868715467845e-10, 5.044504413695301e-27]]",-11.019571688547174,4.4344071761963643e-57,-11.019571688547174,False,True
"[[5.027836534750097e-05, 0.9999497212367938], [3.978585894334806e-10, 6.305630517118891e-27]]",-10.90799726503544,4.957828901809623e-57,-10.90799726503544,False,True
"[[5.62127638461848e-05, 0.9999437867388306], [4.973232367918507e-10, 7.882038146398352e-27]]",-10.796422528980699,5.54303492128772e-57,-10.796422528980699,False,True
"[[6.284758369277782e-05, 0.9999371517946531], [6.216540459898133e-10, 9.852547682997646e-27]]",-10.68484744349071,6.197318566255622e-57,-10.68484744349071,False,True
"[[7.026548856069439e-05, 0.9999297337343717], [7.770675573174531e-10, 1.3769353980147818e-26]]",-10.573271967427566,9.683340175367787e-57,-10.573271967427566,False,True
"[[7.855889681696978e-05, 0.9999214401318485], [9.71334446859083e-10, 1.5394605754683043e-26]]",-10.461696054347271,7.746698894450091e-57,-10.461696054347271,False,True
"[[8.783113221199018e-05, 0.9999121676536198], [1.2141680585738538e-09, 1.9243257193353394e-26]]",-10.350119653017522,8.661106109576951e-57,-10.350119653017522,False,True
"[[9.819771039851407e-05, 0.9999018007718913], [1.5177100732173172e-09, 2.405407149169128e-26]]",-10.23854270568237,9.683452817289412e-57,-10.23854270568237,False,True
"[[0.00010978777698717471, 0.9998902103258751], [1.8971375915216464e-09, 3.0067589364613585e-26]]",-10.12696514788992,1.0826481637009255e-56,-10.12696514788992,False,True
"[[0.00012274571515166955, 0.9998772519134262], [2.371421989402058e-09, 3.7584486705766407e-26]]",-10.015386907579575,1.2104439773059924e-56,-10.015386907579575,False,True
"[[0.0001372329426770014, 0.9998627640930454], [2.9642774867525723e-09, 4.698060838220737e-26]]",-9.9038079041837,1.3533256737524414e-56,-9.9038079041837,False,True
"[[0.00015342992074497165, 0.999846566373908], [3.7053468584407152e-09, 5.872576047775849e-26]]",-9.792228047623048,1.5130743083125738e-56,-9.792228047623048,False,True
"[[0.00017153839935524098, 0.999828456968961], [4.631683573050894e-09, 7.34072005971973e-26]]",-9.680647237183742,1.691681263420173e-56,-9.680647237183742,False,True
"[[0.00019178392719565186, 0.9998082102831998], [5.789604466313617e-09, 9.175900074649573e-26]]",-9.56906536026132,1.8913730999568228e-56,-9.56906536026132,False,True
"[[0.00021441865700570797, 0.9997855741059887], [7.237005581310509e-09, 1.282371019958097e-25]]",-9.457482291065858,2.9552983321797385e-56,-9.457482291065858,False,True
"[[0.00023972448129484786, 0.9997602664724481], [9.046256978615025e-09, 1.4337343866639718e-25]]",-9.345897888505505,2.3642635871556493e-56,-9.345897888505505,False,True
"[[0.0002680165366416025, 0.9997319721555372], [1.130782122079767e-08, 2.0037047186844934e-25]]",-9.234311995632766,3.6942053935635636e-56,-9.234311995632766,False,True
"[[0.00029964712086205696, 0.9997003387443613], [1.4134776529085974e-08, 2.240209979162426e-25]]",-9.122724436042212,2.955403256811205e-56,-9.122724436042212,False,True
"[[0.00033501006991127995, 0.999664972261618], [1.7668470661357466e-08, 2.800262473953017e-25]]",-9.011135013314355,3.3042899713310714e-56,-9.011135013314355,False,True
"[[0.00037454564994435707, 0.9996254322644673], [2.208558832669683e-08, 3.500328092441254e-25]]",-8.899543507358818,3.694369348479488e-56,-8.899543507358818,False,True
"[[0.00041874602350934915, 0.9995812263695052], [2.7606985408371037e-08, 4.375410115551548e-25]]",-8.787949672215532,4.130506566404515e-56,-8.787949672215532,False,True
"[[0.00046816135763286715, 0.9995318041336354], [3.4508731760463796e-08, 5.4692626444394125e-25]]",-8.676353232875758,4.618141820938318e-56,-8.676353232875758,False,True
"[[0.0005234066484635664, 0.9994765502156218], [4.313591470057974e-08, 6.836578305549241e-25]]",-8.564753881848972,5.163358387684567e-56,-8.564753881848972,False,True
"[[0.000585169345991856, 0.9994147767341148], [5.3919893375724676e-08, 8.545722881936523e-25]]",-8.453151275323641,5.7729587654112e-56,-8.453151275323641,False,True
"[[0.000654217872155717, 0.9993457147279775], [6.739986676900767e-08, 8.54572288519126e-25]]",-8.341545028507191,3.304729529402416e-56,-8.341545028507191,False,True
"[[0.0007314111343710958, 0.9992685046157955], [8.42498333995698e-08, 1.3352692003025744e-24]]",-8.229934712654863,7.216638337626206e-56,-8.229934712654863,False,True
"[[0.0008177091553441876, 0.9991821855323639], [1.0531229182657446e-07, 1.3352692008111287e-24]]",-8.118319845670023,4.13119345578497e-56,-8.118319845670023,False,True
"[[0.0009141849369721936, 0.9990856834226634], [1.3164036458569703e-07, 1.6185797813525682e-22]]",-8.006699891974204,4.212246800075882e-50,-8.006699891974204,False,True
"[[0.001022037718211508, 0.9989777977313329], [1.645504557321213e-07, 2.0232247266904231e-22]]",-7.895074248756096,4.709646901870298e-50,-7.895074248756096,False,True
"[[0.0011426077659995291, 0.9988571865459306], [2.0568806982316842e-07, 3.2599345710511803e-24]]",-7.783442244404316,1.1277930970462333e-55,-7.783442244404316,False,True
"[[0.001277392892856552, 0.998722349997056], [2.5711008746722274e-07, 3.259934572292776e-24]]",-7.671803127900056,6.456227383764758e-56,-7.671803127900056,False,True
"[[0.0014280668892154465, 0.9985716117231755], [3.2138760902846746e-07, 5.694871329877695e-24]]",-7.560156059793936,1.9704081055822352e-55,-7.560156059793936,False,True
"[[0.0015965000950673167, 0.9984030981704214], [4.017345112855843e-07, 7.118589162347109e-24]]",-7.448500099115048,2.2031380912754007e-55,-7.448500099115048,False,True
"[[0.001784782341015976, 0.9982147154908441], [5.02168139883961e-07, 5.694871334460959e-24]]",-7.336834194751862,6.457594655716525e-56,-7.336834194751862,False,True
"[[0.001995248535374062, 0.998004123754451], [6.277101748549512e-07, 7.118589168076194e-24]]",-7.225157173097525,7.22044482383573e-56,-7.225157173097525,False,True
"[[0.002230507200752335, 0.99776870816153], [7.846377177657576e-07, 1.1122795569198594e-23]]",-7.113467719637679,1.5768546943930319e-55,-7.113467719637679,False,True
"[[0.0024934722715639884, 0.9975055469312892], [9.807971466933208e-07, 1.7379368072136425e-23]]",-7.001764363745526,3.443693095138182e-55,-7.001764363745526,False,True
"[[0.0027873985200942662, 0.9972113754834718], [1.225996434008996e-06, 1.7379368076872777e-23]]",-6.890045461180147,1.971527164286764e-55,-6.890045461180147,False,True
"[[0.0031159210103798743, 0.9968825464940761], [1.5324955440794704e-06, 1.737936808612348e-23]]",-6.778309173446306,1.1287230589192847e-55,-6.778309173446306,False,True
"[[0.003483099012597181, 0.9965149853679758], [1.915619427135392e-06, 3.394407826589138e-23]]",-6.666553445324755,4.814699659953999e-55,-6.666553445324755,False,True
"[[0.003893464881531854, 0.9961041405941806], [2.394524287624172e-06, 2.715526263456791e-23]]",-6.554775973266651,1.411363026390829e-55,-6.554775973266651,False,True
"[[0.004352078345811887, 0.9956449284988317], [2.993155356467275e-06, 4.2430097843927595e-23]]",-6.442974186350892,3.0825292903604305e-55,-6.442974186350892,False,True
"[[0.0048645869045544, 0.9951316716512462], [3.741444199412768e-06, 4.243009786651233e-23]]",-6.331145202857133,1.7649218407768284e-55,-6.331145202857133,False,True
"[[0.005437292800284393, 0.9945580303944663], [4.67680524926596e-06, 5.30376223331404e-23]]",-6.219285802725949,1.973716722456316e-55,-6.219285802725949,False,True
"[[0.006077227366873934, 0.9939169266265722], [5.846006553814739e-06, 9.265291314054425e-23]]",-6.107392381349882,6.02492396417336e-55,-6.107392381349882,False,True
"[[0.006792233398453744, 0.9932004590933485], [7.307508197619159e-06, 9.265291317583283e-23]]",-5.995460903149468,3.4499041904287996e-55,-5.995460903149468,False,True
"[[0.007591056277436452, 0.9923998093373232], [9.134385240335528e-06, 1.447701767821003e-22]]",-5.88348685533202,7.535950358925906e-55,-5.88348685533202,False,True
"[[0.008483444783989193, 0.991505137234457], [1.1417981553906533e-05, 1.6185797822543148e-22]]",-5.77146518352119,6.0310267267524314e-55,-5.77146518352119,False,True
"[[0.009480262283080347, 0.9905054652399848], [1.4272476934905279e-05, 2.529030909083132e-22]]",-5.659390231975241,1.317525045037299e-54,-5.659390231975241,False,True
"[[0.010593609307299372, 0.989388550096528], [1.7840596172530327e-05, 2.827542515275394e-22]]",-5.547255666637099,1.0545158021329347e-54,-5.547255666637099,False,True
"[[0.01183695830217294, 0.9881407409526113], [2.2300745215662907e-05, 3.5344281440942417e-22]]",-5.435054396030214,1.1796048424242558e-54,-5.435054396030214,False,True
"[[0.013225301520181818, 0.9867468225482781], [2.7875931539990067e-05, 3.5344281454403953e-22]]",-5.322778476664375,6.756426731630703e-55,-5.322778476664375,False,True
"[[0.014775312812211366, 0.985189842273389], [3.484491439947329e-05, 5.52254397514725e-22]]",-5.210419011606444,1.4763455493140855e-54,-5.210419011606444,False,True
"[[0.016505524225589083, 0.9834509196313983], [4.3556143012643924e-05, 6.174391869561435e-22]]",-5.097966029390761,1.1819466571365083e-54,-5.097966029390761,False,True
"[[0.018436517864687307, 0.9815090369565633], [5.444517874917701e-05, 8.628974961167575e-22]]",-4.98540835638558,1.8483142223903013e-54,-4.98540835638558,False,True
"[[0.020591133701427948, 0.9793408098250856], [6.805647348630386e-05, 8.628974964454086e-22]]",-4.872733463949954,1.0590129287847878e-54,-4.872733463949954,False,True
"[[0.022994693271459133, 0.9769202361367453], [8.507059179558908e-05, 1.3482773376824335e-21]]",-4.759927303729187,2.3149120395554624e-54,-4.759927303729187,False,True
"[[0.025675239322964925, 0.9742184224372126], [0.00010633823982234977, 1.3482773381959509e-21]]",-4.6469741122342985,1.3266643963839385e-54,-4.6469741122342985,False,True
"[[0.02866379026843967, 0.9712032869318799], [0.00013292279968060792, 2.1066833401288015e-21]]",-4.533856200660582,2.9007319175725625e-54,-4.533856200660582,False,True
"[[0.031994608421461374, 0.9678392380788161], [0.0001661534997224215, 2.1066833409311732e-21]]",-4.420553704036083,1.662880793332564e-54,-4.420553704036083,False,True
"[[0.035705478981996594, 0.9640868291433503], [0.00020769187465302687, 2.6333541761639665e-21]]",-4.3070443084774634,1.8621723556557797e-54,-4.3070443084774634,False,True
"[[0.0398379965193409, 0.9599023886375896], [0.0002596148430694533, 4.600280424862152e-21]]",-4.193302930763659,5.693220498469529e-54,-4.193302930763659,False,True
"[[0.044437853201524234, 0.9552376282443303], [0.0003245185541453545, 4.114615900256197e-21]]",-4.079301356372177,2.3366871993849412e-54,-4.079301356372177,False,True
"[[0.04955512094808763, 0.9500392308595278], [0.00040564819238466765, 6.429087341701663e-21]]",-3.9650078311868846,5.114160464947465e-54,-3.9650078311868846,False,True
"[[0.05524451774323655, 0.9442484220162827], [0.0005070602404808345, 8.036359177127078e-21]]",-3.8503865816770126,5.732408958236925e-54,-3.8503865816770126,False,True
"[[0.06156564318499904, 0.9378005315144], [0.000633825300601043, 1.0045448971408848e-20]]",-3.7353972755101985,6.427375843692549e-54,-3.7353972755101985,False,True
"[[0.06858316540754986, 0.9306245529666989], [0.0007922816257513038, 1.255681121426106e-20]]",-3.61999439252042,7.209089871953807e-54,-3.61999439252042,False,True
"[[0.07636693465186269, 0.9226427133156458], [0.000990352032491589, 1.4038941730089908e-20]]",-3.5041264998567563,5.788032991345118e-54,-3.5041264998567563,False,True
"[[0.08499199188868797, 0.9137700680710756], [0.0012379400402364122, 1.9620017522282904e-20]]",-3.3877354113324856,9.080326567457259e-54,-3.3877354113324856,False,True
"[[0.09453843195067933, 0.9039141429990252], [0.0015474250502955152, 2.4525021902853628e-20]]",-3.2707552054360214,1.0198130996725049e-53,-3.2707552054360214,False,True
"[[0.10509106885408695, 0.8929746498234582], [0.0019342813224548555, 1.5696014058285383e-20]]",-3.1531110769823627,1.5381199367832838e-54,-3.1531110769823627,False,True
"[[0.11673883572225852, 0.8808433126314266], [0.0024178516463149845, 2.4525021930438338e-20]]",-3.034717999128075,3.377933937579269e-54,-3.034717999128075,False,True
"[[0.1295738394401199, 0.8674038460085216], [0.0030223145513584276, 4.790043340401099e-20]]",-2.9154791081716427,1.4499333097287538e-53,-2.9154791081716427,False,True
"[[0.1436899584468721, 0.8525321483557607], [0.0037778931973671626, 3.83203467663099e-20]]",-2.795283820595487,4.280259723296535e-54,-2.795283820595487,False,True
"[[0.1591808551449782, 0.8360967783451223], [0.004722366509899548, 3.8320346821985794e-20]]",-2.674005565000524,2.4700892889385713e-54,-2.674005565000524,False,True
"[[0.17613723791242747, 0.8179598039501982], [0.0059029581373744346, 4.790043352748224e-20]]",-2.551499042607592,2.7869363233720425e-54,-2.551499042607592,False,True
"[[0.19464316781911714, 0.7979781345091649], [0.007378697671718042, 5.98755419093528e-20]]",-2.427596901188142,3.1480538583934604e-54,-2.427596901188142,False,True
"[[0.19999999879963176, 2.2430580820616803e-23], [0.8000000012003681, 1.0143311324102708e-17]]",2.7725887297420826,3.6576304013495177e-72,2.7725887297420826,False,False
"[[0.21477115650615433, 0.77600547143765], [0.009223372056195797, 1.0459826691122788e-19]]",-2.302105670907915,9.718979245271304e-54,-2.302105670907915,False,True
"[[0.23657575038542042, 0.7518950345443349], [0.011529215070244746, 1.3074783363903484e-19]]",-2.174800718831718,1.1009061618254064e-53,-2.174800718831718,False,True
"[[0.2600852190139625, 0.7255032621482317], [0.014411518837805932, 1.6343479204879354e-19]]",-2.045419965828267,1.249154468905826e-53,-2.045419965828267,False,True
"[[0.2852908990875519, 0.696694702389127], [0.018014398523321304, 2.8550883176333294e-19]]",-1.9136559162643092,3.876302220436563e-53,-1.9136559162643092,False,True
"[[0.3121336439573098, 0.6653483578398468], [0.022517998202843434, 2.284070656675689e-19]]",-1.779145450248838,1.1577803253338894e-53,-1.779145450248838,False,True
"[[0.3404867262045089, 0.6313657760419368], [0.028147497753554292, 2.855088320844611e-19]]",-1.6414565611909984,1.3225111094820875e-53,-1.6414565611909984,False,True
"[[0.3446153837616316, 0.015384615278073823], [0.6400000009602945, 8.114649059282166e-18]]",1.6984904714301745,3.1384261280663504e-52,1.6984904714301745,False,False
"[[0.37013443293523013, 0.5946811948728271], [0.03518437219194286, 3.5688604010557633e-19]]",-1.5000707968555211,1.5151115708685642e-53,-1.5000707968555211,False,True
"[[0.40074545178153725, 0.5552740829785342], [0.04398046523992858, 4.461075501319704e-19]]",-1.3543596290215416,1.7416484543499016e-53,-1.3543596290215416,False,True
"[[0.4318400209137643, 0.5131843976552015], [0.05497558143103423, 8.713038078714991e-19]]",-1.2035519387045652,7.6673234434647415e-53,-1.2035519387045652,False,True
"[[0.4452575245032522, 0.04274247472851216], [0.5120000007682356, 6.491719247425733e-18]]",1.12700502657077,2.58723029240667e-52,1.12700502657077,False,False
"[[0.46274966990196387, 0.4685308531606477], [0.0687194769373884, 6.970430470812037e-19]]",-1.046688191921254,2.3302300330777273e-53,-1.046688191921254,False,True
"[[0.4925682263537574, 0.42153242747450703], [0.0858993461717355, 8.713038088515045e-19]]",-0.8825540872872981,2.716131470748745e-53,-0.8825540872872981,False,True
"[[0.5112590585459424, 0.07914094083946902], [0.4096000006145885, 5.1933753979405866e-18]]",0.7214619025595572,2.0251974003266623e-52,0.7214619025595572,False,False
"[[0.5200926321034387, 0.37253318518189177], [0.10737418271466936, 1.0891297610643806e-18]]",-0.7095812806680226,3.186118079242817e-53,-0.7095812806680226,False,True
"[[0.5437519359540606, 0.32203033565260253], [0.1342177283933367, 1.3614122013304757e-18]]",-0.5256932631273963,3.765766325148371e-53,-0.5256932631273963,False,True
"[[0.5502438322087155, 0.12207616683098974], [0.32768000096029465, 3.323760257154481e-18]]",0.3990262547744843,8.211159155741528e-53,0.3990262547744843,False,True
"[[0.5615226633580105, 0.27070517639025404], [0.1677721602517355, 2.1272065629964648e-18]]",-0.32805510822631145,8.772104336150765e-53,-0.32805510822631145,False,True
"[[0.568421814293726, 0.16943418550488565], [0.2621440002013884, 4.154700316770071e-18]]",0.12653470745617978,2.5238760174567256e-52,0.12653470745617978,False,True
"[[0.5708285000810864, 0.2194562996042443], [0.20971520031466936, 2.6590082037455808e-18]]",-0.11264452350696819,1.0576944594700924e-52,-0.11264452350696819,False,True
